YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2019,2019,FL,Florida,BRFSS,Health Status,Recent activity limitation among adults,,Number,Crude Mean,3.1,3.1,,,2.9,3.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,HEA,HEA04,,CRDMEAN,RACE,WHT,,,,
2022,2022,GU,Guam,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Age-adjusted Prevalence,,,*,No data available,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (144.793731 13.444304),66,IMM,IMM02,,AGEADJPREV,RACE,AIAN,,,,
2021,2021,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-66.590149 18.220833),72,NPAW,NPW06,,CRDPREV,RACE,HAPI,,,,
2019,2019,OH,Ohio,BRFSS,Health Status,Average recent physically unhealthy days among adults,,Number,Crude Mean,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,HEA,HEA02,,CRDMEAN,RACE,ASN,,,,
2021,2021,MT,Montana,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,CVD,CVD09,,CRDRATE,RACE,ASN,,,,
2019,2020,WV,West Virginia,BRFSS,Cognitive Health and Caregiving,Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CHC,CHC02,,AGEADJPREV,RACE,MRC,,,,
2019,2019,CA,California,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,,%,Age-adjusted Prevalence,52.1,52.1,,,48.9,55.3,Race/Ethnicity,Hispanic,,,,,POINT (-120.99999953799971 37.63864012300047),6,CVD,CVD02,,AGEADJPREV,RACE,HIS,,,,
2019,2019,AR,Arkansas,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Age-adjusted Prevalence,26.3,26.3,,,22.2,30.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,HEA,HEA01,,AGEADJPREV,RACE,BLK,,,,
2019,2019,OH,Ohio,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,8992.0,8992.0,,,,,Sex,Male,,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD08,,NMBR,SEX,SEXM,,,,
2022,2022,AR,Arkansas,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,Hispanic,,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN09,,CRDPREV,RACE,HIS,,,,
2021,2021,MS,Mississippi,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,20.5,20.5,,,18.4,22.7,Age,Age 0-44,,,,,POINT (-89.53803082499968 32.745510099000455),28,CVD,CVD09,,CRDRATE,AGE,AGE0_44,,,,
2020,2020,HI,Hawaii,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,,Number,Crude 75th percentile,7.2,7.2,,,5.8,8.0,Sex,Female,,,,,POINT (-157.85774940299973 21.304850435000446),15,ALC,ALC05,,CRD75TH,SEX,SEXF,,,,
2022,2022,TX,Texas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Age-adjusted Prevalence,34.7,34.7,,,32.5,36.9,Sex,Male,,,,,POINT (-99.42677020599967 31.827240407000488),48,NPAW,NPW14,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,WI,Wisconsin,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among high school students,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,NPAW,NPW03,,CRDPREV,RACE,HAPI,,,,
2020,2020,SC,South Carolina,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,,Number,Crude 75th percentile,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,ALC,ALC05,,CRD75TH,RACE,MRC,,,,
2019,2019,VI,Virgin Islands,YRBSS,Tobacco,Current tobacco use of any tobacco product among high school students,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-64.896335 18.335765),78,TOB,TOB01,,CRDPREV,RACE,BLK,,,,
2021,2021,TN,Tennessee,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,,%,Crude Prevalence,29.6,29.6,,,17.7,45.0,Age,Age 18-44,,,,,POINT (-85.77449091399967 35.68094058000048),47,COPD,COPD02,,CRDPREV,AGE,AGE1844,,,,
2022,2022,LA,Louisiana,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,38.1,38.1,,,35.4,41.0,Age,Age 45-64,,,,,POINT (-92.44568007099969 31.31266064400046),22,IMM,IMM01,,CRDPREV,AGE,AGE4564,,,,
2019,2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,,%,Age-adjusted Prevalence,31.5,31.5,,,21.7,43.3,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CVD,CVD03,,AGEADJPREV,RACE,ASN,,,,
2019,2019,OH,Ohio,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,,%,Crude Prevalence,34.0,34.0,,,32.0,36.0,Sex,Male,,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD03,,CRDPREV,SEX,SEXM,,,,
2021,2021,GU,Guam,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Crude Prevalence,35.0,35.0,,,27.4,43.3,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (144.793731 13.444304),66,CVD,CVD04,,CRDPREV,RACE,ASN,,,,
2020,2020,AK,Alaska,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Crude Prevalence,49.0,49.0,,,40.5,57.5,Sex,Female,,,,,POINT (-147.72205903599973 64.84507995700051),2,IMM,IMM02,,CRDPREV,SEX,SEXF,,,,
2019,2019,HI,Hawaii,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,DIA,DIA04,,CRDRATE,RACE,ASN,,,,
2018,2019,NM,New Mexico,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,,%,Crude Prevalence,28.3,28.3,,,22.4,35.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),35,SLEP,SLP01,,CRDPREV,RACE,WHT,,,,
2021,2021,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,NPAW,NPW14,,CRDPREV,RACE,BLK,,,,
2022,2022,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Crude Prevalence,44.6,44.6,,,34.4,55.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,NPAW,NPW14,,CRDPREV,RACE,MRC,,,,
2022,2022,MI,Michigan,BRFSS,Social Determinants of Health,Lack of social and emotional support needed among adults,,%,Crude Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Age,Age 18-44,,,,,POINT (-84.71439026999968 44.6613195430005),26,SDOH,SDH07,,CRDPREV,AGE,AGE1844,,,,
2021,2021,KS,Kansas,BRFSS,Disability,Adults with any disability,,%,Age-adjusted Prevalence,40.2,40.2,,,31.9,49.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,DIS,DIS01,,AGEADJPREV,RACE,AIAN,,,,
2021,2021,NY,New York,YRBSS,Mental Health,Current poor mental health among high school students,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,MEN,MEN01,,CRDPREV,RACE,ASN,,,,
2022,2022,DE,Delaware,BRFSS,Health Status,Frequent physical distress among adults,,%,Crude Prevalence,14.7,14.7,,,12.3,17.5,Age,Age >=65,,,,,POINT (-75.57774116799965 39.008830667000495),10,HEA,HEA03,,CRDPREV,AGE,AGE65P,,,,
2019,2019,SD,South Dakota,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Age-adjusted Prevalence,4.7,4.7,,,3.1,7.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,COPD,COPD01,,AGEADJPREV,RACE,AIAN,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,6.4,6.4,,,4.7,8.5,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN01,,CRDRATE,RACE,HIS,,,,
2021,2021,OH,Ohio,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Age-adjusted Rate,35.79,35.79,,,35.39,36.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD06,,AGEADJRATE,RACE,WHT,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,30165.0,30165.0,,,,,Sex,Male,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2021,2021,MI,Michigan,YRBSS,Alcohol,Alcohol use among high school students,,%,Crude Prevalence,10.9,10.9,,,2.5,36.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,ALC,ALC01,,CRDPREV,RACE,AIAN,,,,
2021,2021,SC,South Carolina,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,3.8,3.8,,,3.3,4.3,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),45,DIA,DIA04,,AGEADJRATE,OVERALL,OVR,,,,
2021,2021,MO,Missouri,YRBSS,Tobacco,Current tobacco use of any tobacco product among high school students,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,TOB,TOB01,,CRDPREV,RACE,MRC,,,,
2020,2020,MN,Minnesota,BRFSS,Tobacco,Current cigarette smoking among adults,,%,Crude Prevalence,13.8,13.8,,,13.2,14.5,Overall,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),27,TOB,TOB04,,CRDPREV,OVERALL,OVR,,,,
2019,2019,GU,Guam,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,30.0,30.0,,,26.2,34.0,Sex,Male,,,,,POINT (144.793731 13.444304),66,IMM,IMM01,,CRDPREV,SEX,SEXM,,,,
2021,2021,MN,Minnesota,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Crude Prevalence,8.8,8.8,,,6.0,12.6,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,HEA,HEA01,,CRDPREV,RACE,ASN,,,,
2022,2022,TN,Tennessee,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,17.1,17.1,,,14.9,19.5,Age,Age 45-64,,,,,POINT (-85.77449091399967 35.68094058000048),47,MEN,MEN05,,CRDPREV,AGE,AGE4564,,,,
2020,2020,AK,Alaska,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,71.0,71.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,DIA,DIA03,,NMBR,RACE,AIAN,,,,
2020,2020,IA,Iowa,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Age-adjusted Prevalence,5.6,5.6,,,4.9,6.3,Sex,Female,,,,,POINT (-93.81649055599968 42.46940091300047),19,COPD,COPD01,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,CO,Colorado,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Crude Prevalence,69.2,69.2,,,60.4,76.8,Race/Ethnicity,Hispanic,,,,,POINT (-106.13361092099967 38.843840757000464),8,IMM,IMM04,,CRDPREV,RACE,HIS,,,,
2021,2021,IA,Iowa,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-93.81649055599968 42.46940091300047),19,COPD,COPD04,,NMBR,RACE,HIS,,,,
2021,2021,OH,Ohio,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),39,ALC,ALC09,,CRDRATE,RACE,AIAN,,,,
2019,2019,MT,Montana,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among high school students,,%,Crude Prevalence,12.2,12.2,,,5.1,26.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,NPAW,NPW03,,CRDPREV,RACE,BLK,,,,
2019,2019,LA,Louisiana,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),22,DIA,DIA03,,NMBR,RACE,AIAN,,,,
2022,2022,KY,Kentucky,BRFSS,Diabetes,Diabetes among adults,,%,Crude Prevalence,15.1,15.1,,,9.7,22.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,DIA,DIA01,,CRDPREV,RACE,BLK,,,,
2020,2021,GA,Georgia,NSCH,Oral Health,Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years,,%,Crude Prevalence,79.5,79.5,,,75.7,82.8,Sex,Female,,,,,POINT (-83.62758034599966 32.83968109300048),13,ORH,ORH04,,CRDPREV,SEX,SEXF,,,,
2021,2021,AK,Alaska,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,142.0,142.0,,,,,Sex,Female,,,,,POINT (-147.72205903599973 64.84507995700051),2,CVD,CVD07,,NMBR,SEX,SEXF,,,,
2019,2019,DC,District of Columbia,PRAMS,Oral Health,Preventive dental care in the 12 months before pregnancy among women with a recent live birth,,%,Crude Prevalence,77.8,77.8,,,70.2,84.0,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,ORH,ORH07,,CRDPREV,RACE,WHT,,,,
2022,2022,MO,Missouri,BRFSS,Mental Health,Average mentally unhealthy days among adults,,Number,Age-adjusted Mean,5.3,5.3,,,5.0,5.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,MEN,MEN04,,AGEADJMEAN,RACE,WHT,,,,
2020,2020,MS,Mississippi,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,DIA,DIA03,,AGEADJRATE,RACE,HAPI,,,,
2019,2019,NC,North Carolina,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,20.0,20.0,,,11.9,31.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),37,SDOH,SDH09,,CRDPREV,RACE,AIAN,,,,
2021,2021,CA,California,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,,%,Crude Prevalence,20.9,20.9,,,15.3,27.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,NPAW,NPW04,,CRDPREV,RACE,BLK,,,,
2020,2020,CO,Colorado,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,245.0,245.0,,,,,Age,Age 45-64,,,,,POINT (-106.13361092099967 38.843840757000464),8,CVD,CVD07,,NMBR,AGE,AGE4564,,,,
2020,2020,CO,Colorado,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,1120.0,1120.0,,,,,Age,Age 45-64,,,,,POINT (-106.13361092099967 38.843840757000464),8,DIA,DIA03,,NMBR,AGE,AGE4564,,,,
2021,2021,OK,Oklahoma,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Crude Prevalence,18.8,18.8,,,16.9,20.7,Sex,Male,,,,,POINT (-97.52107021399968 35.47203135600046),40,HEA,HEA01,,CRDPREV,SEX,SEXM,,,,
2019,2019,DC,District of Columbia,ACS,Social Determinants of Health,Unemployment rate among people 16 years and older in the labor force,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,SDOH,SDH08,,CRDPREV,RACE,MRC,,,,
2019,2019,GA,Georgia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,1945.0,1945.0,,,,,Sex,Male,,,,,POINT (-83.62758034599966 32.83968109300048),13,CVD,CVD07,,NMBR,SEX,SEXM,,,,
2016,2020,MN,Minnesota,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Female,,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN05,,AGEADJRATE,SEX,SEXF,,,,
2019,2019,MD,Maryland,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed fruit less than one time daily among high school students,,%,Crude Prevalence,9.9,9.9,,,9.1,10.8,Sex,Male,,,,,POINT (-76.60926011099963 39.29058096400047),24,NPAW,NPW01,,CRDPREV,SEX,SEXM,,,,
2021,2021,ME,Maine,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,64.0,64.0,,,,,Age,Age 45-64,,,,,POINT (-68.98503133599962 45.254228894000505),23,CVD,CVD07,,NMBR,AGE,AGE4564,,,,
2022,2022,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,54.0,54.0,,,52.3,55.6,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),9,IMM,IMM01,,CRDPREV,OVERALL,OVR,,,,
2021,2021,SD,South Dakota,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Crude Rate,67.54,67.54,,,44.58,90.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,COPD,COPD03,,CRDRATE,RACE,BLK,,,,
2021,2021,HI,Hawaii,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,COPD,COPD01,,AGEADJPREV,RACE,BLK,,,,
2020,2020,KS,Kansas,BRFSS,Health Status,Average recent physically unhealthy days among adults,,Number,Crude Mean,2.6,2.6,,,2.3,2.8,Sex,Male,,,,,POINT (-98.20078122699965 38.34774030000045),20,HEA,HEA02,,CRDMEAN,SEX,SEXM,,,,
2019,2019,AZ,Arizona,BRFSS,Health Status,Frequent physical distress among adults,,%,Age-adjusted Prevalence,17.1,17.1,,,11.1,25.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,HEA,HEA03,,AGEADJPREV,RACE,BLK,,,,
2019,2019,NC,North Carolina,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,Number,Number,120.0,120.0,,,,,Age,Age 0-44,,,,,POINT (-79.15925046299964 35.466220975000454),37,ALC,ALC09,,NMBR,AGE,AGE0_44,,,,
2020,2020,WY,Wyoming,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,DIS,DIS01,,CRDPREV,RACE,ASN,,,,
2019,2019,NC,North Carolina,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude 75th percentile,3.5,3.5,,,2.4,4.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),37,ALC,ALC04,,CRD75TH,RACE,BLK,,,,
2020,2020,NE,Nebraska,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,IMM,IMM02,,AGEADJPREV,RACE,AIAN,,,,
2019,2020,MA,Massachusetts,BRFSS,Cognitive Health and Caregiving,Provided care for someone with dementia or other cognitive impairment in the past month among adults,,%,Age-adjusted Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),25,CHC,CHC03,,AGEADJPREV,OVERALL,OVR,,,,
2022,2022,MO,Missouri,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,,%,Age-adjusted Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,TOB,TOB06,,AGEADJPREV,RACE,WHT,,,,
2022,2022,MS,Mississippi,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,IMM,IMM04,,AGEADJPREV,RACE,ASN,,,,
2020,2020,AL,Alabama,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,IMM,IMM01,,CRDPREV,RACE,ASN,,,,
2021,2021,CO,Colorado,ACS,Social Determinants of Health,Unemployment rate among people 16 years and older in the labor force,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,SDOH,SDH08,,CRDPREV,RACE,AIAN,,,,
2021,2021,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,,%,Crude Prevalence,25.8,25.8,,,18.7,34.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,COPD,COPD02,,CRDPREV,RACE,WHT,,,,
2019,2019,TN,Tennessee,YRBSS,Alcohol,Binge drinking prevalence among high school students,,%,Crude Prevalence,8.2,8.2,,,5.8,11.6,Grade,Grade 10,,,,,POINT (-85.77449091399967 35.68094058000048),47,ALC,ALC07,,CRDPREV,GRADE,GRD10,,,,
2021,2021,NY,New York,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,105.8,105.8,,,104.5,107.0,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),36,CVD,CVD08,,AGEADJRATE,OVERALL,OVR,,,,
2021,2021,NC,North Carolina,NVSS,Alcohol,"Chronic liver disease mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,38.0,38.0,,,35.1,40.8,Age,Age >=65,,,,,POINT (-79.15925046299964 35.466220975000454),37,ALC,ALC09,,CRDRATE,AGE,AGE65P,,,,
2019,2020,AZ,Arizona,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,,%,Age-adjusted Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CHC,CHC04,,AGEADJPREV,RACE,ASN,,,,
2019,2019,OK,Oklahoma,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,"cases per 100,000",Crude Rate,32.4,32.4,,,26.2,38.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),40,CVD,CVD07,,CRDRATE,RACE,AIAN,,,,
2016,2020,ND,North Dakota,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,81.0,81.0,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),38,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2019,2019,IA,Iowa,YRBSS,"Nutrition, Physical Activity, and Weight Status",Met aerobic physical activity guideline among high school students,,%,Crude Prevalence,22.3,22.3,,,15.3,31.4,Grade,Grade 11,,,,,POINT (-93.81649055599968 42.46940091300047),19,NPAW,NPW08,,CRDPREV,GRADE,GRD11,,,,
2022,2022,WA,Washington,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,,Number,Crude Median,5.0,5.0,,,4.6,6.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,ALC,ALC05,,CRDMEDN,RACE,BLK,,,,
